disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy or standards addressing emissions from the jurisdiction's procurement,"col3_Provide a link, if applicable, and highlight any specific action(s) the jurisdiction is implementing to reduce emissions from its own consumption"
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Sürdürülebilir Enerji ve İklim Değişikliği Planı (2023-2030) Türkçe.pdf,"With this report explaining the actions it will take to reduce CO2 emissions, which are also what is causing the current climate crisis, Üsküdar Municipality has shown that it is highly concerned about social, environmental, and economic issues that the world is likely to suffer even more intensely as the crisis intensifies, and such issues are mainly projected as starvation, migration, disasters, and drought. Also, the report contains the values determined as BAU in the absence of these actions.\nThe so-called term \'Business as Usual\' (BAU) scenario refers to a scenario in which normal conditions are anticipated to remain unchanged or in which there are no substantial changes to technology, the economy, or governmental practices. According to the report's predictions, Üsküdar will emit 1,538,870.05 tons of CO2 equivalent in 2021 and 2,079,384.65 tons in 2030. A 40% decrease from the base year level is the target for 2030, using base year emissions as a base.\nAnalysis show that the average temperature changes in the region, including Üsküdar will occur as an increase of 0.5°C in average temperature in the stabilization scenario and, additionally, a 1.25°C average temperature increase in the worst-case scenario that are projected in the period of 2041-2080 compared to the period of 2022-2040. The stabilization scenario shows a very slight increase in the period 2081-2098 compared to the prior period of 2041-2080, a worst-case increase of 1.25°C, and an increase of 2.5°C compared to the period 2022-2040.\nOne of the most significant findings in the report, which applies to Üsküdar, is that the increase, which is now near to 1°C, may sometimes reach up to 2°C and disproportionately reduce close to 2°C. The activities specified in the report should be performed in any case in the upcoming periods as this shifting pattern is often in the trend of rise.\nIn Üsküdar, the quantity of CO2 equivalent emissions falls from 2079.38 tons to 923.32 tons CO2 equivalent with a 40% reduction if nothing is changed, when compared to 2030 BAU with a 40% reduction from the base year in total emissions, whereas the quantity of CO2 equivalent emissions per person drops from 3.96 tons without any action to 1.76 tons CO2 equivalent per person in the comparison of the 2030 BAU also with a 40% reduction in total emissions from the base year.\nAs can be seen in the report, most of the action plans include activities that fall under the responsibility of the municipality or that the municipality is expected to coordinate; hence it clearly demonstrates that Üsküdar Municipality gives great importance on the process of implementing the actions put forward. In addition to that, Üsküdar Municipality places a great emphasis on ensuring that all stakeholders are involved in the process accordingly.\n\nHere is the link: https://www.uskudar.bel.tr/userfiles/files/S%C3%BCrd%C3%BCr%C3%BClebilir%20Enerji%20ve%20I%CC%87klim%20Deg%CC%86is%CC%A7iklig%CC%86i%20Plan%C4%B1%20(2023-2030).pdf"
2025 Disclosure Cycle,779465,CDP,930073,Quang Binh Province,City,South East Asia & Oceania,Viet Nam,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Ke-hoach-491-kh-Circular economy.pdf,Rác thải nhựa.pdf,Xe điện.pdf","Thua Thien Hue province has a strategy for green procurement and purchase of goods and services, primarily as part of its broader initiatives on circular economy, green growth, and climate change adaptation. While there might not be a single document titled \'Green Procurement Strategy,\' the province's actions and policies demonstrate a clear commitment to this principle.\nKey Initiatives and Evidence\nCircular Economy Action Plan: In July 2025, the province adopted Decision No. 284/KH-UBND, which outlines a plan for implementing the National Action Plan on a Circular Economy by 2035 in Hue City. This plan specifically mentions \'mainstream[ing] circular procurement\' as a key intervention. This means the province is actively working to integrate the purchase of goods and services that minimize waste and maximize resource value into its official procurement processes.\nGreen Transportation and Public Services: Thua Thien Hue has implemented several projects to reduce emissions from public services. These include:\nPiloting the use of electric vehicles for waste collection, with electric trucks now in use by the Hue Urban Environment and Public Works Joint Stock Company (HEPCO). This is a direct example of the government procuring low-emission vehicles for public services.\nProviding preferential loans for individuals to purchase electric vehicles, a policy that indirectly influences the market toward greener goods.\nWaste Reduction and Management: The province has a strong focus on reducing plastic waste, particularly in the tourism sector. This includes initiatives to promote \'green shopping\' and discourage single-use plastics, which impacts the types of goods and services that businesses and the public purchase.\nIntegration with Broader Goals: The province's efforts are aligned with national strategies and the goal of becoming a \'green, smart, and environmentally friendly\' city. By promoting green growth and sustainable development, the province inherently includes green procurement as a tool to achieve its larger environmental and economic objectives.\nAdditionally, broader provincial initiatives, like the Hue GrEEEn City Action Plan (supported by ADB) and climate adaptation projects (e.g., CARe Hue funded by the Green Climate Fund), reinforce these standards by emphasizing green public procurement in sectors like tourism, agriculture, and infrastructure. For instance, pilots for electric vehicles in waste collection and low-emission zones in tourist areas extend to procurement criteria for services and goods.\nWhile no standalone \'emissions-only\' procurement law exists at the provincial level, these elements form a cohesive strategy embedded in national and local planning, with ongoing implementation as of 2025.\nLink:\nhttps://vneconomy.vn/hue-phat-trien-tram-sac-thuc-day-xe-dien-van-tai.htm\n\nhttps://tuoitre.vn/xe-buyt-dau-tu-moi-o-hue-phai-chuyen-sang-xe-dien-20250717100817202.htm\n\nhttps://thuvienphapluat.vn/van-ban/Thuong-mai/Ke-hoach-491-KH-UBND-2022-trien-khai-Quyet-dinh-687-QD-TTg-Thua-Thien-Hue-549730.aspx\n\nhttps://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Chi-thi-09-CT-UBND-2021-tai-che-xu-ly-va-giam-thieu-chat-thai-nhua-tinh-Thua-Thien-Hue-467275.aspx\n"
2025 Disclosure Cycle,779465,CDP,930257,Municipalidad de Puyo,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,930270,Ilustre Municipalidad de Ancud,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,DECRETO EXT 1578 Compras Sustentables.pdf,Protocolo de Compras Sustentables
2025 Disclosure Cycle,779465,CDP,930413,Municipio de Santa Elena,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,930502,San Francisco del Rincón,City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2012299,Warwick District Council,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"\'Support the Council in delivering its social priorities by capitalising on supplier Corporate Social Responsibility (CSR) offerings, by:\n-Supporting the Council to deliver its climate ambitions.\n-Undertaking sustainable sourcing wherever possible.\n-Develop contracted suppliers and their supply chains to support them in becoming net zero carbon.\n-Introduce performance management measures for supplier and supply chain carbon emissions by utilising carbon monitoring tools and carbon action plans.\'\nfrom the Procurement Strategy"
2025 Disclosure Cycle,779465,CDP,2027109,Ilustre Municipalidad De El Quisco,City,Latin America,Chile,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2027854,"City of Lafayette, IN",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2027876,Tual City,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2027926,Salinas,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2027928,La Joya de los Sachas,City,Latin America,Ecuador,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,2027930,Ahome,City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
