disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy addressing emissions from consumption of the most relevant goods and services,"col3_Provide a link, if applicable, and highlight any specific action the jurisdiction is implementing to reduce emissions from the consumption of goods and services in this category"
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,"8.3_7 Bases-Compostaje-2024-1.pdf,8.3_7 Gestión de residuos - Municipalidad de Peñalolén.pdf,8.3_7 Plan Valora Orgánico_WWF.pptx (1).pdf","Programa Composteras Domiciliarias. Inicio como un proyecto piloto que hoy se extiende a cerca de 1.000 familias y se expera una extensión a 2.000 para fines de 2024. Con ello, se busca reducir los residuos en el origen de los hogares y las emisiones de metano.\n\nAdemás, se está trabajando en el desarrollo de la futura planta de compostaje comunal, que se encuentra pronta a ingresar al Sistema de Evaluación de Impacto Ambiental. Con ello se busca reducir los residuos generados a partir de las ferias libreas de la comuna, reitengrandolo al sistema el 100% de ellos."
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Yes,"8.3_8 Jornada de fiscalización de la Ley de Plásticos de un solo uso.pdf,8.3_8 Yunus incentiva la sostenibilidad en Peñalolén con la Ley PUSU.pdf",La municipalidad se encuentra liderando la implemetación de la ley que prohibe la entrega de plásticos de un solo uso a través de un plan de trabajo en alianza con diversas organizaciones. \n\nEsto busca desincentivar la entrega de estos elementos y por lo tanto la contaminación y emisiones asociadas a su generación. 
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Do not know,,
2025 Disclosure Cycle,779465,CDP,60546,Nanjing Municipal People's Government,City,China,China,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,PAT_Fiches_Actions.pdf,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,PDM2035_TOME-3_Strategie.pdf,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,"COM1808-CCAP-2024_FINAL.pdf,COM1808-CCAP-2024_FINAL.pdf","This is covered under the Community Climate Action Plan.\n5.1 Education programs and initiatives for climate sensitive food choices: \nDevelop and implement a food education program, covering climate, environmental and social impacts of food choices including best practice waste avoidance and reduction\n5.2 Support localised food production:\nExplore expanding programs and initiatives to support the community to grow their own food in collaboration with relevant partners and stakeholders\nhttps://www.melvillecity.com.au/CityOfMelville/media/Documents-and-PDF-s/COM1808-CCAP-2024_FINAL.pdf"
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,"COM1808-CCAP-2024_FINAL.pdf,COM1808-CCAP-2024_FINAL.pdf,Walk-and-Ride-Melville-Plan-Final-Nov-2023.pdf","This is covered under the Community Climate Action Plan and the Walk and Ride Melville Plan. \n4.1 Develop a Comprehensive Transport Strategy:\nDevelop a Comprehensive Transport Strategy that encourages and enables mode shifting to more sustainable transport options, for example walking, cycling and catching public transport\n4.2 Advocate to State Government for better access to sustainable transport:\nAdvocate to State Government to remove barriers to active and public transport\n4.3 Embed climate change adaptation considerations into infrastructure works:\nEmbed climate change adaptation considerations into road and pathway infrastructure planning and construction\n4.4 Education program for residents close to public transport hubs:\nWork with landlords and real estate agents to provide information on Journey Plans for townhouse and apartment building residents\n4.5 Facilitate e-bike/e-scooter share scheme:\nInvestigate options to partner with e-bike/e-scooter share companies to launch program in the City\n4.6 Support installation of EV infrastructure:\nExplore opportunities to remove boundaries and support accelerated installation of EV infrastructure in the community by charging station providers and private businesses/land owners\nhttps://www.melvillecity.com.au/CityOfMelville/media/Documents-and-PDF-s/COM1808-CCAP-2024_FINAL.pdf\n\n"
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,Council-Policy-Resource-Recovery-.pdf,Resource Recovery and Waste Minimisation Policy\nThe City of Melville is committed to reducing our impacts on climate change by the development\nand support of recycling and resource recovery strategies in support of sustainable and\nresponsible management of domestic waste. The City's approach also contributes positively\ntowards its Carbon Neutral targets by 2030 (organisation) and 2050 (City-wide).
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,Vadodara Net-zero CRCAP Report_August 2024-compressed.pdf,Refer 8.3.8.1 of Vadodara Climate Resilient City Action Plan- Towards Net Zero Future\n\nhttps://drive.google.com/file/d/1vZAKnXbM4esPArC8pCxzUP-ACLU4rkvd/view?usp=sharing
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,Vadodara Net-zero CRCAP Report_August 2024-compressed.pdf,Refer 8.3.2.1 of Vadodara Climate Resilient City Action Plan- Towards Net Zero Future\n\nhttps://drive.google.com/file/d/1vZAKnXbM4esPArC8pCxzUP-ACLU4rkvd/view?usp=sharing
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,Vadodara Net-zero CRCAP Report_August 2024-compressed.pdf,Refer 8.3.1.2 of Vadodara Climate Resilient City Action Plan- Towards Net Zero Future\n\nhttps://drive.google.com/file/d/1vZAKnXbM4esPArC8pCxzUP-ACLU4rkvd/view?usp=sharing
