disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,68250,City of Canada Bay,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,68265,Georges River Council,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,68267,Sutherland Shire Council,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"We are investigating off sets for Council's corporate emissions, but not community emissions"
2025 Disclosure Cycle,779465,CDP,69824,Västervik Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,70247,Hsinchu City Government,City,China,East Asia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,無
2025 Disclosure Cycle,779465,CDP,73295,"City of La Crosse, WI",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"La Crosse does not currently purchase carbon credits, but the Climate Action Plan does call for the purchases of Renewable Energy Credits and developing its own carbon credit program for farmers that carbon sequestrate "
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,L'appropriation du concept de crédits carbones se fait tout doucement avec la mise en place de l'environnement indiqué pour son opérationnalisation. 
2025 Disclosure Cycle,779465,CDP,73645,KwaDukuza,City,UKWW,South Africa,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,73666,"Cuyahoga County, OH",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,At this time Cuyahoga County does not purchase carbon credits. 
2025 Disclosure Cycle,779465,CDP,73669,"San Luis Obispo, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,73678,Chañar Ladeado,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Ninguno
2025 Disclosure Cycle,779465,CDP,73725,Guaminí,City,Latin America,Argentina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,ninguno
2025 Disclosure Cycle,779465,CDP,73738,Khon Kaen City Municipality,City,South East Asia & Oceania,Thailand,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,73746,Probolinggo,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"At present, the City of Probolinggo neither purchases nor sells carbon credits outside its jurisdiction or target boundary, and there are no plans to do so in the near future. Instead, the City is focusing on direct actions to reduce greenhouse gas emissions within its own territory through local mitigation and adaptation initiatives. This approach reflects our commitment to ensuring that emission reductions are achieved through tangible efforts at the community and city level, rather than relying on external offsets"
2025 Disclosure Cycle,779465,CDP,73750,Tarakan City,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Our city still lacks adequate human resource support and funding to calculate carbon credits and implement them.
2025 Disclosure Cycle,779465,CDP,73755,Legazpi City,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,73758,Mataram City,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,requires sufficient time to inventory and calculate tradable carbon
2025 Disclosure Cycle,779465,CDP,73759,Jambi City,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Pemerintah Kota Jambi berkomitmen dapat berkontribusi pada kredit karbon di masa depan
2025 Disclosure Cycle,779465,CDP,73763,San Carlos City,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Other: -,,,,,
2025 Disclosure Cycle,779465,CDP,73810,"Miami-Dade, FL",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,73879,Roskilde Municipality,City,Europe,Denmark,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,73892,Holbæk Municipality,City,Europe,Denmark,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,74296,Pekalongan,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Terbatasnya informasi tentang jual-beli karbon.
2025 Disclosure Cycle,779465,CDP,74302,Bandar Lampung City,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"At present, Bandar Lampung does not engage in the purchase or sale of carbon credits. The city's emission reduction efforts are focused on direct mitigation actions within the jurisdiction, such as improving waste management, promoting sustainable transport, and enhancing energy efficiency. The option of using carbon credits may be considered in the future if aligned with national policy and local development priorities"
