disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total annual jurisdiction-wide electricity consumption in MWh,col2_Data source used to provide percentage breakdown of consumption by energy type,col3_Percentage of total consumption from coal (%),col4_Percentage of total consumption from gas (%),col5_Percentage of total consumption from oil (%),col6_Percentage of total consumption from nuclear (%),col7_Percentage of total consumption from hydropower (%),col8_Percentage of total consumption from bioenergy (biomass and biofuels) (%),col9_Percentage of total consumption from wind (%),col10_Percentage of total consumption from geothermal (%),col11_Percentage of total consumption from solar (%),col12_Percentage of total consumption from waste to energy (excluding biomass component) (%),col13_Percentage of total consumption from wave (%),col14_Percentage of total consumption from tidal (%),col15_Percentage of total consumption from other renewable sources (%),col16_Percentage of total consumption from other non-renewable sources (%),col17_Year data applies to,col18_Comment
2025 Disclosure Cycle,779465,CDP,59538,"City of Mississauga, ON",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,7723437,Regional/State-level data,0.0,27.0,0.0,34.0,23.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,https://www.ieso.ca/Corporate-IESO/Media/Year-End-Data/2023
2025 Disclosure Cycle,779465,CDP,59572,"District of Saanich, BC",City,North America,Canada,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,873185,Jurisdiction-level data,0.0,4.43,0.0,0.0,95.57,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2023,"The consumption in mWh is from 2023 year. The percentage of hydro vs. other electrical sources is from 2018. We don't have solar or biomass information at the utility scale (BC hydro integrated grid) but we do know that within our municipality we have approx. 1916 kw of solar PV net meter capacity (verbal communication with BC Hydro net metering coordinator), mainly on residential buildings.\n"
2025 Disclosure Cycle,779465,CDP,59633,"City of Santa Cruz, CA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,8831.0,Regional/State-level data,55.7,0.0,0.0,0.0,2.8,1.7,2.5,8.8,15.3,0.0,0.0,0.0,0.0,13.2,,Central Coast Community Energy (CCA) PCL https://3cenergy.org/wp-content/uploads/2022/06/PCL-Postcard-2021Sep-v9.pdf
2025 Disclosure Cycle,779465,CDP,59653,"City of Manhattan Beach, CA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,105947.28,Utility-level data,0,0.8,0,0.408,2.605,0.1,42.52,3.21,47.5,0,0,0,0.93,2.5,2023,These percentages are according to SoCal Edison and Clean Power Alliance's published 2023 Electric Power Generation Mix as calculated by the percentage of Manhattan Beach accounts per each rate level.
2025 Disclosure Cycle,779465,CDP,59708,"City of Bethlehem, PA",City,North America,United States of America,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,958005514.9,Regional/State-level data,8.8,50.2,,36.2,1.1,0.9,1,0,0.9,,0,0,,,2022,Data from eGRID2022 RFC East
2025 Disclosure Cycle,779465,CDP,59956,Banda Aceh City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1031175,Jurisdiction-level data,40,51.9982,0,0,5,0,0,0,0.0012,0,0,0,0,0,2024,"Electricity needs in Banda Aceh are supplied from the Sumatran Electric Grid System which is sourced from the Nagan Raya Steam Power Plant, the Hydro Power Plant in Peusangan and the Gas Power Plant in Lhokseumawe"
2025 Disclosure Cycle,779465,CDP,59958,Tweed Shire Council,City,South East Asia & Oceania,Australia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,419454,Utility-level data,60,3,1,0,4,1,8,0,22,0,0,0,1,,2024,
2025 Disclosure Cycle,779465,CDP,59996,Batangas City,City,South East Asia & Oceania,Philippines,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,454636.014,Jurisdiction-level data,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,2023,"Data used is not from the current or previous year.\n\nWe have information on the percentage from renewable resources like solar, however, there is a data gap in collecting information from other office."
2025 Disclosure Cycle,779465,CDP,59998,Narayanganj City Corporation,City,India,Bangladesh,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,5000,Utility-level data,,,,,,,,,,,,,,,,
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,24251.799,Jurisdiction-level data,0,0,,0,0,0,0,0,50,0,0,0,20,30,2024,
2025 Disclosure Cycle,779465,CDP,60007,City of Santa Rosa,City,South East Asia & Oceania,Philippines,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1066.43,Other data source: Government entities,98.9,,,,,,,,1.1,,,,,,2024,Please note that we only provide the data applicable to the City.
2025 Disclosure Cycle,779465,CDP,60019,Rajshahi City Corporation,City,India,Bangladesh,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,349636,Jurisdiction-level data,70,,,,,,,,,,,,,,,
2025 Disclosure Cycle,779465,CDP,60029,City of Cagayan de Oro,City,South East Asia & Oceania,Philippines,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1039680260.58,Utility-level data,29.04,0,0,0,69.59,0,0,0,1.37,0,0,0,0,0,2021,Based on 2023 GHG Inventory and ASEP-CELLS MindaCELLS Study - Assessment and Evaluation of CdeO True Energy Mix
2025 Disclosure Cycle,779465,CDP,60078,City of Lappeenranta,City,Europe,Finland,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,496542,National-level data,4.7,1.3,0.3,35.1,19.3,16.5,16.7,0,1,1.4,0,0,0,2.9,2022,1) The share of solar can include also other renewable sources\n2) The \'waste\' includes waste and other possible fossils\n3) \'Other fossils\' includes energy peat\nData is for domestic energy production only and doesnt include electricity imports.\n
2025 Disclosure Cycle,779465,CDP,60097,City of Sarajevo,City,Europe,Bosnia and Herzegovina,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1469.87,Other data source: Government Canton Sarajevo,10.95,23.91,36.39,0,28.74,3,6,3,40,3,0,0,0,,2024|2021|2020|2022|2019|2018,No comment
2025 Disclosure Cycle,779465,CDP,60105,Kirklees Council,City,UKWW,United Kingdom,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1284774.7,National-level data,1.72,38.43,0,14.66,1.75,10.05,24.65,0,4.09,0.95,0,0,0,3.69,2022,TWh data taken from UK ENERGY IN BRIEF 2023 for 2022 Data and percentage breakdown calculated. Oil is included in other non-renewable sources. Wave is included in Tidal. URL link is https://assets.publishing.service.gov.uk/media/664c827ff34f9b5a56adcb5d/UK_Energy_in_Brief_2023.pdf.
2025 Disclosure Cycle,779465,CDP,60113,Dundee City Council,City,UKWW,United Kingdom,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,563701,National-level data,0,6.8086,1.0348,19.286,10.539,5.3162,53.441,0,0.9609,0.9226,0.0,0.0,0,6.08,2023,Source: https://www.gov.uk/government/collections/sub-national-electricity-consumption-data\n\nhttps://www.gov.uk/government/statistics/energy-trends-december-2024-special-feature-article-electricity-generation-and-supply-in-scotland-wales-northern-ireland-and-england-2019-to-20
2025 Disclosure Cycle,779465,CDP,60127,Municipality of Thessaloniki,City,Europe,Greece,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1099458.05,National-level data,5.6,36.8,6.7,0,5.9,1.2,22.3,0.04,20.2,0.18,0,0,1.88,0,2024,Data from the national level energy mix 2024
2025 Disclosure Cycle,779465,CDP,60142,City of Kisumu,City,UKWW,Kenya,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,10002000,National-level data,0,0,8,,24,,13,40,4,,,,,,2023|2024,
2025 Disclosure Cycle,779465,CDP,60165,Municipality of Fuenlabrada,City,Europe,Spain,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1651914.61,Jurisdiction-level data,0.03,13.69,60.32,0,0,10.43,0,0.04,0.25,0,0,0,10.72,0,2014,
2025 Disclosure Cycle,779465,CDP,60178,Linköping Municipality,City,Europe,Sweden,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1159617,Jurisdiction-level data,2,2,2,20,50,,20,,1,7,,,,,2024,
2025 Disclosure Cycle,779465,CDP,60216,Växjö Municipality,City,Europe,Sweden,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,640829,"Other data source: for all electricity produced within the borders of Växjö (76%), it is jurisidiction data. but for the remaining 24% it is national production data recalculated to local shares.",0.15,0.04,0.05,6.9,10.99,27.82,46.67,0,7.22,0.14,0.0,0.0,0.02,0.0,2024,The local production of electricity corresponds to 76% of the use.
2025 Disclosure Cycle,779465,CDP,60226,Luleå Municipality,City,Europe,Sweden,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,1372244,Jurisdiction-level data,0,0,0,0,61.2,0,34.1,0,0.48,0,0,0,0,3.15,2024,"https://www.energiforetagen.se/49e8b1/globalassets/energiforetagen/statistik/energiaret/2024/energiaret_2024_250701.pdf page 8, Luleå is part of SE1"
2025 Disclosure Cycle,779465,CDP,60236,Trelleborg Municipality,City,Europe,Sweden,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,445000.0,Jurisdiction-level data,0.0,0.0,0.0,30.0,41.0,3.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021,The numbers are a mix of national data broken down to municipal levels and actual local electricity production
2025 Disclosure Cycle,779465,CDP,60349,Prefeitura de São Leopoldo,City,Latin America,Brazil,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,615177.5,Jurisdiction-level data,4.5,9.6,34,1.3,11.6,16.7,2.55,0.6,2.55,,,,8.1,0.6,2024,Dado referente ao Balanço Energético Nacional.
2025 Disclosure Cycle,779465,CDP,60400,Municipalidad de Temuco,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,460000,Jurisdiction-level data,3.9,12.1,4.5,0,0,53.7,0,0,0,0,0,0,0,0,2014,No se cuenta con el resto de los datos solicitados
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,274256,Jurisdiction-level data,15.2,14.4,0.2,0,31.7,2.3,13,0.4,21.8,0,0,0.0,0.0,1,2024,"En Chile existe un Sistema Eléctrico Nacional (SEN), al cual Peñalolén se encuentra conectado, la electricidad que consumen hogares, comercios, industria y el municipio refleja la matriz de generación del SEN.\n\nFuente: Coordinador Eléctrico Nacional. Reporte Anual 2024 del Sistema Eléctrico Nacional.\n \nhttps://www.coordinador.cl/wp-content/uploads/2025/06/20250602-UCRI-Reporte-Cuenta-Publica-2024.pdf\n\nhttps://www.coordinador.cl/reportes/documentos/anuarios/sistema-electrico-nacional/"
2025 Disclosure Cycle,779465,CDP,60433,Hvidovre Municipality,City,Europe,Denmark,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,276222.0,National-level data,10.5,7.0,0.88,4.7,10.5,13.5,45.1,0.0,3.6,,,,,,2023,
2025 Disclosure Cycle,779465,CDP,60588,City of Alba Iulia,City,Europe,Romania,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,185172,Utility-level data,26.08,14.44,0.03,15.62,33.39,0.54,7.46,0,1.95,,0,0,0.01,0.48,2021,Data is according to regional energy provider official energy label data for 2021. Details: https://www.electricafurnizare.ro/app/uploads/2019/06/Eticheta-energiei-electrice-furnizate-clientilor-finali-beneficiari-ai-serviciul-universal-in-anul-2021.pdf
2025 Disclosure Cycle,779465,CDP,60625,Dire Dawa,City,UKWW,Ethiopia,Public,Q4.1.1,Report the total electricity consumption in MWh and the energy mix used for electricity consumption in your jurisdiction.,1,Electricity consumption,406783.3,National-level data,0,0,0,0,90,0,8,0,0,0,0,0,2,0,2024,"Dire Dawa's annual electricity consumption of 406,783 MWh is supplied entirely from the national grid. Accordingly, the city's electricity supply mix reflects the national profile: approximately 90% from hydropower, 8% from wind, less than 2% from other renewables (solar and geothermal), and a negligible share from non-renewable sources."
