disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,60905,Municipalidad de Maipú,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Información no disponible
2025 Disclosure Cycle,779465,CDP,60906,Municipalidad de Vitacura,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,"Se consultó por transparencia activa a la Junta Nacional de Auxilio Escolar y Becas, y no se tiene el desglose de los alimentos en los dos establecimientos educaciones operados por la municipalidad. La municipalidad no entrega alimentos por parte municipal, y no tiene otras instituciones que lo hagan.",2024,La Junta Nacional de Auxilio Escolar y Becas entrega alrededor de 55000 raciones alimenticias al mes durante el año escolar. 
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3000,,2019,"La Banque Alimentaire de Seine-Maritime distribue 3 000 tonnes de nourriture par an à 80 associations, Centres Communaux d'Action Sociale (CCAS) ou épiceries sociales et solidaires du Département de Seine-Maritime. Cela représente 6 à 7 millions de repas pour 14 000 bénéficiaires au total."
2025 Disclosure Cycle,779465,CDP,62791,City of Botoșani,City,Europe,Romania,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,,No data available.
2025 Disclosure Cycle,779465,CDP,62793,City of Ploiești,City,Europe,Romania,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,NA\n
2025 Disclosure Cycle,779465,CDP,62795,City of Brașov,City,Europe,Romania,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,33.78,"Pork, beef, veal - 1.16 tons;\n\nPoultry - 2.04 tons;\n\nMeat products - 1.69 tons;\n\nCheeses and dairy products - 4.81 tons;\n\nBakery products - 3.02 tons;\n\nFresh vegetables and fruits - 12.11 tons;\n\nCanned fruits and vegetables, canned fish, honey - 2.13 tons;\n\nWater, spices, flour-based products, frozen products - 5.68 tons;\n\nSweets - 1.14 tons.",2024,Brașov Social Assistance Directorate 
2025 Disclosure Cycle,779465,CDP,62800,City of Bistrița,City,Europe,Romania,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2025,0
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3.5,Not available,2022,"VMC has hired a private contractor, for separate collection of waste from various hotels, restaurants, canteens, food stores, and marriage halls. The contractor collects around 3 to 4 TPD of hotel kitchen waste."
2025 Disclosure Cycle,779465,CDP,63941,"Broward County, FL",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,N/A,2024,N/A
2025 Disclosure Cycle,779465,CDP,68384,Prefeitura de Engenheiro Coelho,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,10,"arroz, feijão, legumes, hortaliças, leite e carne",2024,"Não temos informações precisas sobre esse item, mas vamos procurar obter para o próximo ano."
2025 Disclosure Cycle,779465,CDP,69849,Santa Cruz de Galápagos,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,no tenemos información ,,
2025 Disclosure Cycle,779465,CDP,73295,"City of La Crosse, WI",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2024,
2025 Disclosure Cycle,779465,CDP,73413,Commune de Cocody,City,UKWW,Côte d'Ivoire,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,24657,ces données ne sont pas encore disponibles,2024,Nous n'avons pas pu avoir ces données
2025 Disclosure Cycle,779465,CDP,73645,KwaDukuza,City,UKWW,South Africa,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,currently do not have access to data
2025 Disclosure Cycle,779465,CDP,73666,"Cuyahoga County, OH",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,We do not have this data.,2024,We do not have this data at this time. 
2025 Disclosure Cycle,779465,CDP,73742,City of Catbalogan,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,42645.06,"Rice - 13,517.88 MTS\nCoconut- 21,206.13 MTS\nBanana- 2,163.38 MTS\nCassava- 2,068.35 MTS\nCorn- 498.56 MTS\nSweetpotato- 1,398.99 MTS\nPineapple- 1,383.64 MTS\nJackfruit- 326 MTS\nCacao- 41.25 MTS\nVegetables- 40.88 MTS",2023,Data collection is limited to agricultural information. Data collection across different fields are still being conducted
2025 Disclosure Cycle,779465,CDP,73746,Probolinggo,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,20.75,"Food group\tTotal tonnes/year (approx.) based on the 2025 Probolinggo City in Numbers (BPS):\n\nGrains (rice, cereals): 20,752 t\nTubers (roots): 1,814 t\nFish & seafood: 4,322 t\nMeat (aggregate) : 1,272 t\nEggs & milk (liquid dairy + eggs): 5,738 t\nVegetables: 9,600 t\nLegumes & pulses: 3,564 t\nFruits: 6,852 t\nVegetable oils: 3,347 t\nBeverage stuffs: 5,560 t\nSpices: 881 t\nPrepared food & beverages: 25,107 t",2024,"based on the 2025 Probolinggo City in Numbers (BPS), the estimated household consumption of cereals corresponds to approximately 20,752 tonnes of rice per year for the entire population (243,746 in 2024), which provides an indicative proxy for food demand in the jurisdiction. The city plans to coordinate with relevant agencies (Education, Health, Social Affairs) to collect and report consolidated procurement data in future reporting cycles."
