disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Installed capacity (MW)^,"col2_If you have no installed capacity data to report, please select a notation key to explain why^",col3_Annual generation (MWh)^,"col4_If you have no generation data to report, please select a notation key to explain why^",col5_Year data applies to,col6_Comment
2025 Disclosure Cycle,779465,CDP,856655,Cardiff Capital Region,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,51,,240259,,2023,"2023 Figures: Anaerobic Digestion (8MW installed) and Energy from Waste (15MW installed) Landfill Gas (10MW installed) Sewage Gas (7Mwe and 8MWth installed).\n\nMWhth output: AD 4299MWth & 40996MWhe; EfW 0 MWth & 78,606MWhe; Landfill Gas 0 MWth & 26,516 MWhe; Sewage Gas 50681MWth & 26088MWhe \n"
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,15.3,,18715,,2023,自治体排出量カルテ4「地方公共団体の再生可能エネルギー導入状況及び導入ポテンシャルの現状把握 」より
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,859096,Kamakura City,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Occurring (NO),0,Not Occurring (NO),2023,自治体排出量カルテにおいて測量の対象となっているものの、発電施設がないため。
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,11.74,Confidential (C),11.74,Confidential (C),2024,La empresa Electríca COtopaxi cuenta con dos hidroeléctricas que producen 11.74 MW 
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,,Not Occurring (NO),0,Not Occurring (NO),2024,EL GAD Latacunga no cuenta con Energía renovable dentro de los límites de la jurisdicción
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,1,Not Occurring (NO),120.12,Not Occurring (NO),2023,"No existe registro de la capacidad instalada a nivel residencial. Las viviendas privadas que cuentan con paneles solares fotovoltaicos en su mayoría no informan a la municipalidad sobre su construcción, exceptuando algunos casos. De todas maneras, se considera la capacidad instalada y la generacióin estimada de los sistemas fotovoltaicos instalados en el colegio madre Tierra y Farellones"
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0.2,Not Estimated (NE),0,Not Estimated (NE),2023,El proyecto habitacional municipal Juan Pablo Segundo cual cuenta con paneles termosolares para calentar agua en las viviendas.
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,1.2,Not Occurring (NO),0,Not Estimated (NE),2023,"El proyecto de mini hidroeléctrica de pasada \'El Arrayan\' ubicada en la ribera del río Mapocho cuenta con una capacidad instalada de 1.2 Mw. Sin embargo, al ser un proyecto privado, no disponemos de los datos de la producción anual. "
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Occurring (NO),2023,No existen instalaciones de este tipo de tecnología en la comuna.
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),0,Not Occurring (NO),0,Not Occurring (NO),2023,No existen instalaciones de este tipo de tecnología en la comuna.
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2023,No existen instalaciones de este tipo de tecnología en la comuna.
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Occurring (NO),0,Not Occurring (NO),2023,No existen instalaciones de este tipo de tecnología en la comuna.
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,2.3,,2850,,2023,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867322,Prefeitura de Itabirito,City,Latin America,Brazil,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,,Not Occurring (NO),,,,
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,22806.78,,20219480,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. Source: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Occurring (NO),,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. Source: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,2103.5,,6234500,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. Source: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,14235.73,,25440940,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. Source: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
2025 Disclosure Cycle,779465,CDP,867355,Junagadh,City,India,India,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),129.85,,107620,,2025,"Since, city level data for Renewable Energy is not available, State level figures for the RE installed capacity and annual generation are mentioned. Source: RE Installed Capacity August 2025 and Electricity Generation from RE Report FY 2024-25 (extracted from Ministry of New and Renewable Energy website)"
