disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Data availability,col2_Response (in unit specified),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,30,2023,"Of the 124,715 tonnes of solid waste managed within the city (2023/24), 37,124 were either recycled or composted equating to 30%.\nThese figures are taken from a national DESNZ dataset for Local Authority Collected and Household Waste. The dataset is derived from WasteDataFlow, a web-based system for quarterly reporting on Local Authority collected waste data by local authorities to central Government.\n"
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,NA
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,NA
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,NA
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,NA
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,NA
2025 Disclosure Cycle,779465,CDP,54608,Alcaldia de Montería,City,Latin America,Colombia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,129000,2024,"Según informes del operador Urbaser, entre los meses del año 2024 se registró una recolección promedio mensual de más de 10 750 toneladas de residuos sólidos en Montería\nCon base en esa cifra mensual: 10750 t/mes×12 meses=≈129000 toneladas/año\nEsto significa que, en 2024, Montería generó y recolectó aproximadamente 129 000 toneladas de residuos sólidos urbanos.\n\nResumen estimado 2024\nIndicador\tValor aproximado\nGeneración promedio mensual= \t~10 750 toneladas\nGeneración anual total estimada= \t~129 000 toneladas/año\n"
2025 Disclosure Cycle,779465,CDP,54617,Alcaldia de Pereira,City,Latin America,Colombia,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,200000,2024,"Cada año el operador del relleno sanitario \'La Glorita\', entrega la información"
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,165991.0,2022,El total se refleja en toneladas por año.
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,54638,Prefeitura de Louveira,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,16134,2024,"Soma dos resíduos provenientes da coleta domiciliar, de inservíveis e seletiva."
