disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Source of jurisdiction's water supply,col2_Are you able to report volumetric data for this source?,col3_Annual volume of water withdrawn per source (in megalitres) ,col4_Projected level of change over next 5-10 years,col5_Comment
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,None
2025 Disclosure Cycle,779465,CDP,52896,"City of Fort Lauderdale, FL",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),Yes,54498.15,Higher volume projected to be withdrawn,"Annual volume of water withdrawn in 2024 is 39.5 million gallons per day (MGD) converted to megaliters per year. The projected withdrawal from 2030-2035 will approximately be expected to be from 48 to 50 MGD, which is below our permitted withdrawal of 55.55 MGD. The Biscayne Aquifer (groundwater) is the City's source of raw water for our potable water treatment plants. It is considered renewable as the Biscayne Aquifer is one of the most transmissive aquifers in the world. Regionally, the water levels in the SFWMD's primary canal system can be modified to provide localized recharge of the aquifer. In addition, for every one inch of rain we received, the groundwater table rises 3-4 inches."
2025 Disclosure Cycle,779465,CDP,53829,"City of Kingston, ON",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Kingston's municipal water supply is drawn primarily from Lake Ontario (renewable surface water) with a smaller contribution from the Cana groundwater system (renewable, recharge-fed aquifer). Utilities Kingston reports total annual potable water pumped across all sources (e.g., ~24.3 billion litres in 2023), but does not disaggregate volumes between surface and groundwater. Withdrawals are expected to remain generally stable, with only modest increases anticipated in line with projected population growth. Climate-related risks to raw water quality and seasonal levels are monitored."
2025 Disclosure Cycle,779465,CDP,53829,"City of Kingston, ON",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),No,,,"Kingston's municipal water supply is drawn primarily from Lake Ontario (renewable surface water) with a smaller contribution from the Cana groundwater system (renewable, recharge-fed aquifer). Utilities Kingston reports total annual potable water pumped across all sources (e.g., ~24.3 billion litres in 2023), but does not disaggregate volumes between surface and groundwater. Withdrawals are expected to remain generally stable, with only modest increases anticipated in line with projected population growth. Climate-related risks to raw water quality and seasonal levels are monitored."
2025 Disclosure Cycle,779465,CDP,54029,"City of Spokane, WA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Ground water (renewable),Yes,86307,,22.8 billion gallons pumped from aquifer in 2022
2025 Disclosure Cycle,779465,CDP,54080,"City of Sunnyvale, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,12173,Do not know,
2025 Disclosure Cycle,779465,CDP,54080,"City of Sunnyvale, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Other: Santa Clara Valley Water District's water sources (imported, groundwater, and surface)",Yes,9936,Do not know,Santa Clara Valley Water District does not provide a percent breakdown of local surface water vs renewable and nonrenewable groundwater in it's water source list.
2025 Disclosure Cycle,779465,CDP,54080,"City of Sunnyvale, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Other: Local ground water,Yes,170,Do not know,Sunnyvale withdraws small amounts of water from it's own local ground water systems. 
2025 Disclosure Cycle,779465,CDP,54104,"City of Boulder, CO",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,"Boulder Creek watershed: North Boulder Creek, Middle Boulder Creek (snowmelt-fed).\nReservoirs: Silver Lake, Barker Reservoir, and Boulder Reservoir (which stores both local and imported water).\nThis is Boulder's primary supply, replenished annually by precipitation and snowpack."
2025 Disclosure Cycle,779465,CDP,54104,"City of Boulder, CO",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Other: Imported/transbasin surface water,No,,,"Colorado-Big Thompson (CBT) Project and Windy Gap Project bring water from the Upper Colorado River basin (west slope) into Boulder. Considered renewable, but subject to climate variability, interstate compacts, and legal constraints."
2025 Disclosure Cycle,779465,CDP,54277,New Plymouth District Council,City,South East Asia & Oceania,New Zealand,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,906900,About the same volume projected to be withdrawn,2024 年度青岛市水资源公报：2024 年全市总供水量133230万立方米。其中，地表水源供水量90690万立方米，占总供水量的68.07%；地下水源供水量20717万立方米，占总供水量的15.55%；其他水源供水量21823万立方米，占总供水量的16.38%。与2023年相比，全市总供水量增加9172万立方米，其中地表水源供水量增加4211万立方米，地下水源供水量减少\n181 万立方米，其他水源供水量增加5142万立方米。\n
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,207170,About the same volume projected to be withdrawn,2024 年全市总供水量133230万立方米。其中，地表水源供水量90690万立方米，占总供水量的68.07%；地下水源供水量20717万立方米，占总供水量的15.55%；其他水源供水量21823万立方米，占总供水量的16.38%。与2023年相比，全市总供水量增加9172万立方米，其中地表水源供水量增加4211万立方米，地下水源供水量减少\n181 万立方米，其他水源供水量增加5142万立方米。
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Other: 再生水、淡化海水,Yes,218230,About the same volume projected to be withdrawn,2024 年全市总供水量133230万立方米。其中，地表水源供水量90690万立方米，占总供水量的68.07%；地下水源供水量20717万立方米，占总供水量的15.55%；其他水源供水量21823万立方米，占总供水量的16.38%。与2023年相比，全市总供水量增加9172万立方米，其中地表水源供水量增加4211万立方米，地下水源供水量减少\n181 万立方米，其他水源供水量增加5142万立方米
2025 Disclosure Cycle,779465,CDP,54293,People's Government of Guangzhou Municipality,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,54298,Dalian Municipal People's Government,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,1124000,About the same volume projected to be withdrawn,无
2025 Disclosure Cycle,779465,CDP,54298,Dalian Municipal People's Government,City,China,China,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,225000,About the same volume projected to be withdrawn,无
2025 Disclosure Cycle,779465,CDP,54305,Rajkot Municipal Corporation,City,India,India,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,47450,Higher volume projected to be withdrawn,TOtal 390 MLD water supplied city wide
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,113198.9,Higher volume projected to be withdrawn,"Kota Palembang adalah daerah dengan sumber air berasal dari air sungai, dimana sungai besar mengalir membelah kota palembang, konsumsi air selama tahun 2023 dalam dokumen Kota Palembang dalam angka tahun 2024 adalah 113198953m3"
2025 Disclosure Cycle,779465,CDP,54327,Semarang City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,0.0083,Higher volume projected to be withdrawn,"Kapasitas 0.0088 Kapasitas mega liter didapatkan dari laporan RISPAM Kota Semarang, 2024 \n\nDalam 5 tahun kedepan diharapkan ada tambahan kapasitas pasokan air curah dari Project SPAM Jragung sebesar 500 liter per detik."
2025 Disclosure Cycle,779465,CDP,54328,City of Niigata,City,Japan,Japan,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,91.4,About the same volume projected to be withdrawn,21世紀末において12月から3月にかけて流量の増大、4月から6月にかけて流量の減少が予測されています。
